"id","session_id","session_position","not_skipped","topic","topic_name"
"41","0_0003ac37-c70a-47a6-b9dc-b8b163826082",8,1,10,"Hiphop_10"
"42","0_0003ac37-c70a-47a6-b9dc-b8b163826082",9,1,15,"OldRap_15"
"43","0_0003ac37-c70a-47a6-b9dc-b8b163826082",10,1,2,"Reggae_2"
"44","0_0003e8a0-ea43-47fe-ac5a-8b502f4d38ef",1,1,6,"Spanish_6"
"45","0_0003e8a0-ea43-47fe-ac5a-8b502f4d38ef",2,0,6,"Spanish_6"
"46","0_0003e8a0-ea43-47fe-ac5a-8b502f4d38ef",3,0,6,"Spanish_6"
"47","0_0003e8a0-ea43-47fe-ac5a-8b502f4d38ef",4,0,6,"Spanish_6"
"48","0_0003e8a0-ea43-47fe-ac5a-8b502f4d38ef",5,0,6,"Spanish_6"
"49","0_0003e8a0-ea43-47fe-ac5a-8b502f4d38ef",6,0,6,"Spanish_6"
"50","0_0003e8a0-ea43-47fe-ac5a-8b502f4d38ef",7,0,6,"Spanish_6"
"51","0_0003e8a0-ea43-47fe-ac5a-8b502f4d38ef",8,0,6,"Spanish_6"
"52","0_0003e8a0-ea43-47fe-ac5a-8b502f4d38ef",9,0,6,"Spanish_6"
"53","0_0003e8a0-ea43-47fe-ac5a-8b502f4d38ef",10,0,6,"Spanish_6"
"54","0_0003e8a0-ea43-47fe-ac5a-8b502f4d38ef",11,0,6,"Spanish_6"
"55","0_00041f88-6d8a-49ca-9a03-d0cfdbbafe5e",1,0,15,"OldRap_15"
"56","0_00041f88-6d8a-49ca-9a03-d0cfdbbafe5e",2,0,12,"Summer_12"
"57","0_00041f88-6d8a-49ca-9a03-d0cfdbbafe5e",3,0,12,"Summer_12"
"58","0_00041f88-6d8a-49ca-9a03-d0cfdbbafe5e",4,0,12,"Summer_12"
"59","0_00041f88-6d8a-49ca-9a03-d0cfdbbafe5e",5,0,12,"Summer_12"
"60","0_00041f88-6d8a-49ca-9a03-d0cfdbbafe5e",6,0,12,"Summer_12"
"61","0_00041f88-6d8a-49ca-9a03-d0cfdbbafe5e",7,0,12,"Summer_12"
"62","0_00041f88-6d8a-49ca-9a03-d0cfdbbafe5e",8,0,4,"NewRap_4"
"63","0_00041f88-6d8a-49ca-9a03-d0cfdbbafe5e",9,1,4,"NewRap_4"
"64","0_00052b3c-a5f9-4b04-90ef-6378777d89d8",1,0,4,"NewRap_4"
"65","0_00052b3c-a5f9-4b04-90ef-6378777d89d8",2,1,4,"NewRap_4"
"66","0_00052b3c-a5f9-4b04-90ef-6378777d89d8",3,1,4,"NewRap_4"
"67","0_00052b3c-a5f9-4b04-90ef-6378777d89d8",4,0,4,"NewRap_4"
"68","0_00052b3c-a5f9-4b04-90ef-6378777d89d8",5,0,4,"NewRap_4"
"69","0_00052b3c-a5f9-4b04-90ef-6378777d89d8",6,0,4,"NewRap_4"
"70","0_00052b3c-a5f9-4b04-90ef-6378777d89d8",7,0,15,"OldRap_15"
"71","0_0005a7a1-196e-4e08-8928-39b9a3ca2e1a",1,0,2,"Reggae_2"
"72","0_0005a7a1-196e-4e08-8928-39b9a3ca2e1a",2,0,2,"Reggae_2"
"73","0_0005a7a1-196e-4e08-8928-39b9a3ca2e1a",3,0,2,"Reggae_2"
"74","0_0005a7a1-196e-4e08-8928-39b9a3ca2e1a",4,1,2,"Reggae_2"
"75","0_0005a7a1-196e-4e08-8928-39b9a3ca2e1a",5,1,11,"Study_11"
"76","0_0005a7a1-196e-4e08-8928-39b9a3ca2e1a",6,0,2,"Reggae_2"
"77","0_0005a7a1-196e-4e08-8928-39b9a3ca2e1a",7,1,2,"Reggae_2"
"78","0_0005a7a1-196e-4e08-8928-39b9a3ca2e1a",8,0,2,"Reggae_2"
"79","0_0005a7a1-196e-4e08-8928-39b9a3ca2e1a",9,1,2,"Reggae_2"
"80","0_0005a7a1-196e-4e08-8928-39b9a3ca2e1a",10,0,2,"Reggae_2"
"81","0_0005a7a1-196e-4e08-8928-39b9a3ca2e1a",11,0,2,"Reggae_2"
"82","0_0005a7a1-196e-4e08-8928-39b9a3ca2e1a",12,1,2,"Reggae_2"
"83","0_0006380b-324b-45db-a597-ac209b1375b2",1,0,10,"Hiphop_10"
"84","0_0006380b-324b-45db-a597-ac209b1375b2",2,0,15,"OldRap_15"
"85","0_000641b5-a2ce-4803-bdeb-499c548ba50d",1,1,7,"Throwback_7"
"86","0_000641b5-a2ce-4803-bdeb-499c548ba50d",2,0,10,"Hiphop_10"
"87","0_000641b5-a2ce-4803-bdeb-499c548ba50d",3,0,10,"Hiphop_10"
"88","0_000641b5-a2ce-4803-bdeb-499c548ba50d",4,0,10,"Hiphop_10"
"89","0_000641b5-a2ce-4803-bdeb-499c548ba50d",5,0,10,"Hiphop_10"
"90","0_000641b5-a2ce-4803-bdeb-499c548ba50d",6,0,10,"Hiphop_10"
"91","0_000641b5-a2ce-4803-bdeb-499c548ba50d",7,0,10,"Hiphop_10"
"92","0_000641b5-a2ce-4803-bdeb-499c548ba50d",8,0,10,"Hiphop_10"
"93","0_000641b5-a2ce-4803-bdeb-499c548ba50d",9,0,7,"Throwback_7"
"94","0_000641b5-a2ce-4803-bdeb-499c548ba50d",10,0,10,"Hiphop_10"
"95","0_000641b5-a2ce-4803-bdeb-499c548ba50d",11,0,7,"Throwback_7"
"96","0_000641b5-a2ce-4803-bdeb-499c548ba50d",12,0,10,"Hiphop_10"
"97","0_000641b5-a2ce-4803-bdeb-499c548ba50d",13,0,10,"Hiphop_10"
"98","0_000641b5-a2ce-4803-bdeb-499c548ba50d",14,0,10,"Hiphop_10"
"99","0_000641b5-a2ce-4803-bdeb-499c548ba50d",15,0,4,"NewRap_4"
"100","0_0006bfe8-8afe-45c2-a423-00a348b775c4",1,0,6,"Spanish_6"
"101","0_0006bfe8-8afe-45c2-a423-00a348b775c4",2,0,6,"Spanish_6"
"102","0_0006bfe8-8afe-45c2-a423-00a348b775c4",3,0,6,"Spanish_6"
"103","0_0006bfe8-8afe-45c2-a423-00a348b775c4",4,0,6,"Spanish_6"
"104","0_0006f5f8-bd71-4d75-9cd2-6320f2e4df8e",1,0,12,"Summer_12"
"105","0_0006f5f8-bd71-4d75-9cd2-6320f2e4df8e",2,0,4,"NewRap_4"
"106","0_0006f5f8-bd71-4d75-9cd2-6320f2e4df8e",3,0,4,"NewRap_4"
"107","0_0006f5f8-bd71-4d75-9cd2-6320f2e4df8e",4,0,4,"NewRap_4"
"108","0_0006f5f8-bd71-4d75-9cd2-6320f2e4df8e",5,0,4,"NewRap_4"
"109","0_0006f5f8-bd71-4d75-9cd2-6320f2e4df8e",6,0,4,"NewRap_4"
"110","0_0006f5f8-bd71-4d75-9cd2-6320f2e4df8e",7,1,15,"OldRap_15"
"111","0_0006f5f8-bd71-4d75-9cd2-6320f2e4df8e",8,0,4,"NewRap_4"
"112","0_0006f5f8-bd71-4d75-9cd2-6320f2e4df8e",9,1,4,"NewRap_4"
"113","0_0006f5f8-bd71-4d75-9cd2-6320f2e4df8e",10,0,2,"Reggae_2"
"114","0_00070b9a-c9da-404f-81d0-c22f4f79b933",1,1,4,"NewRap_4"
"115","0_00070b9a-c9da-404f-81d0-c22f4f79b933",2,0,4,"NewRap_4"
"116","0_00070b9a-c9da-404f-81d0-c22f4f79b933",3,0,4,"NewRap_4"
"117","0_00070b9a-c9da-404f-81d0-c22f4f79b933",4,1,4,"NewRap_4"
"118","0_00070b9a-c9da-404f-81d0-c22f4f79b933",5,1,4,"NewRap_4"
"119","0_00070b9a-c9da-404f-81d0-c22f4f79b933",6,0,4,"NewRap_4"
"120","0_00070b9a-c9da-404f-81d0-c22f4f79b933",7,1,12,"Summer_12"
"121","0_00074d75-33c6-40b3-99e1-a88e9d015e42",1,0,12,"Summer_12"
"122","0_00074d75-33c6-40b3-99e1-a88e9d015e42",2,0,12,"Summer_12"
"123","0_00074d75-33c6-40b3-99e1-a88e9d015e42",3,0,12,"Summer_12"
"124","0_00076eea-e6d9-4a1a-ad1a-dd083fd05a96",1,0,6,"Spanish_6"
"125","0_00076eea-e6d9-4a1a-ad1a-dd083fd05a96",2,0,15,"OldRap_15"
"126","0_00076eea-e6d9-4a1a-ad1a-dd083fd05a96",3,0,4,"NewRap_4"
"127","0_00079a23-1600-486a-91bd-5208be0c745a",1,1,4,"NewRap_4"
"128","0_00079a23-1600-486a-91bd-5208be0c745a",2,0,15,"OldRap_15"
"129","0_0007cd53-3aa5-49ba-9473-319d5d7b2534",1,1,11,"Study_11"
"130","0_0007cd53-3aa5-49ba-9473-319d5d7b2534",2,1,10,"Hiphop_10"
"131","0_0007cd53-3aa5-49ba-9473-319d5d7b2534",3,1,10,"Hiphop_10"
"132","0_0007cd53-3aa5-49ba-9473-319d5d7b2534",4,0,10,"Hiphop_10"
"133","0_0007cd53-3aa5-49ba-9473-319d5d7b2534",5,1,10,"Hiphop_10"
"134","0_0007cd53-3aa5-49ba-9473-319d5d7b2534",6,0,10,"Hiphop_10"
"135","0_0007cd53-3aa5-49ba-9473-319d5d7b2534",7,0,10,"Hiphop_10"
"136","0_00084b13-a3f2-4098-96b1-e30f767eba54",1,0,14,"Country_14"
"137","0_00084b13-a3f2-4098-96b1-e30f767eba54",2,0,14,"Country_14"
"138","0_00084b13-a3f2-4098-96b1-e30f767eba54",3,0,14,"Country_14"
"139","0_0009367d-0072-4f19-8458-e291ddbbbd25",1,1,12,"Summer_12"
"140","0_00094b63-0ef1-4cec-94e5-30879a3cce28",1,1,6,"Spanish_6"
"141","0_00094b63-0ef1-4cec-94e5-30879a3cce28",2,0,6,"Spanish_6"
"142","0_00094b63-0ef1-4cec-94e5-30879a3cce28",3,1,6,"Spanish_6"
"143","0_00094b63-0ef1-4cec-94e5-30879a3cce28",4,0,6,"Spanish_6"
"144","0_00094b63-0ef1-4cec-94e5-30879a3cce28",5,0,6,"Spanish_6"
"145","0_00094b63-0ef1-4cec-94e5-30879a3cce28",6,0,6,"Spanish_6"
"146","0_00094b63-0ef1-4cec-94e5-30879a3cce28",7,0,6,"Spanish_6"
"147","0_00094b63-0ef1-4cec-94e5-30879a3cce28",8,1,6,"Spanish_6"
"148","0_00094b63-0ef1-4cec-94e5-30879a3cce28",9,0,6,"Spanish_6"
"149","0_00094b63-0ef1-4cec-94e5-30879a3cce28",10,1,6,"Spanish_6"
"150","0_00094b63-0ef1-4cec-94e5-30879a3cce28",11,0,6,"Spanish_6"
"151","0_00094b63-0ef1-4cec-94e5-30879a3cce28",12,1,6,"Spanish_6"
"152","0_00094b63-0ef1-4cec-94e5-30879a3cce28",13,1,6,"Spanish_6"
"153","0_00094b63-0ef1-4cec-94e5-30879a3cce28",14,0,6,"Spanish_6"
"154","0_00094b63-0ef1-4cec-94e5-30879a3cce28",15,1,6,"Spanish_6"
"155","0_00094b63-0ef1-4cec-94e5-30879a3cce28",16,1,6,"Spanish_6"
"156","0_00094b63-0ef1-4cec-94e5-30879a3cce28",17,1,6,"Spanish_6"
"157","0_00094b63-0ef1-4cec-94e5-30879a3cce28",18,1,6,"Spanish_6"
"158","0_00094b63-0ef1-4cec-94e5-30879a3cce28",19,0,6,"Spanish_6"
"159","0_00094b63-0ef1-4cec-94e5-30879a3cce28",20,1,6,"Spanish_6"
"160","0_0009bdeb-b5b7-4073-9b01-b72a32c77cda",1,0,4,"NewRap_4"
"161","0_0009bdeb-b5b7-4073-9b01-b72a32c77cda",2,1,4,"NewRap_4"
"162","0_000a2236-9dae-4f60-b2a6-2420574a4cdc",1,0,4,"NewRap_4"
"163","0_000a2236-9dae-4f60-b2a6-2420574a4cdc",2,0,4,"NewRap_4"
"164","0_000af7ac-0eb1-4f29-bc50-faf8155a0812",1,0,2,"Reggae_2"
"165","0_000af7ac-0eb1-4f29-bc50-faf8155a0812",2,0,13,"Christmas_13"
"166","0_000af7ac-0eb1-4f29-bc50-faf8155a0812",3,0,2,"Reggae_2"
"167","0_000af7ac-0eb1-4f29-bc50-faf8155a0812",4,0,8,"Metal_8"
"168","0_000af7ac-0eb1-4f29-bc50-faf8155a0812",5,0,2,"Reggae_2"
"169","0_000af7ac-0eb1-4f29-bc50-faf8155a0812",6,0,8,"Metal_8"
"170","0_000af7ac-0eb1-4f29-bc50-faf8155a0812",7,0,2,"Reggae_2"
"171","0_000af7ac-0eb1-4f29-bc50-faf8155a0812",8,0,12,"Summer_12"
"172","0_000af7ac-0eb1-4f29-bc50-faf8155a0812",9,0,8,"Metal_8"
"173","0_000af7ac-0eb1-4f29-bc50-faf8155a0812",10,0,2,"Reggae_2"
"174","0_000af7ac-0eb1-4f29-bc50-faf8155a0812",11,0,2,"Reggae_2"
"175","0_000bd318-caf2-4366-ba56-26db623b083d",1,0,4,"NewRap_4"
"176","0_000bd318-caf2-4366-ba56-26db623b083d",2,0,4,"NewRap_4"
"177","0_000bd318-caf2-4366-ba56-26db623b083d",3,0,4,"NewRap_4"
"178","0_000bd318-caf2-4366-ba56-26db623b083d",4,0,4,"NewRap_4"
"179","0_000bd318-caf2-4366-ba56-26db623b083d",5,0,4,"NewRap_4"
"180","0_000bd318-caf2-4366-ba56-26db623b083d",6,0,4,"NewRap_4"
"181","0_000bec52-cae6-4e1f-9518-18a4672ed8a3",1,0,4,"NewRap_4"
"182","0_000bec52-cae6-4e1f-9518-18a4672ed8a3",2,0,12,"Summer_12"
"183","0_000bec52-cae6-4e1f-9518-18a4672ed8a3",3,0,10,"Hiphop_10"
"184","0_000bec52-cae6-4e1f-9518-18a4672ed8a3",4,0,15,"OldRap_15"
"185","0_000bec52-cae6-4e1f-9518-18a4672ed8a3",5,0,4,"NewRap_4"
"186","0_000bec52-cae6-4e1f-9518-18a4672ed8a3",6,0,4,"NewRap_4"
"187","0_000bec52-cae6-4e1f-9518-18a4672ed8a3",7,0,4,"NewRap_4"
"188","0_000bec52-cae6-4e1f-9518-18a4672ed8a3",8,0,15,"OldRap_15"
"189","0_000bec52-cae6-4e1f-9518-18a4672ed8a3",9,0,10,"Hiphop_10"
"190","0_000c1daa-7619-472c-93a0-73ae43fe8508",1,0,4,"NewRap_4"
"191","0_000cd756-22f7-4551-8a43-ea8b88cfc1a9",1,0,4,"NewRap_4"
"192","0_000cec57-79f9-4acf-87a1-9bb9063d012d",1,0,4,"NewRap_4"
"193","0_000cec57-79f9-4acf-87a1-9bb9063d012d",2,0,4,"NewRap_4"
"194","0_000cec57-79f9-4acf-87a1-9bb9063d012d",3,1,4,"NewRap_4"
"195","0_000cec57-79f9-4acf-87a1-9bb9063d012d",4,0,4,"NewRap_4"
"196","0_000cec57-79f9-4acf-87a1-9bb9063d012d",5,1,4,"NewRap_4"
"197","0_000cec57-79f9-4acf-87a1-9bb9063d012d",6,0,4,"NewRap_4"
"198","0_000cec57-79f9-4acf-87a1-9bb9063d012d",7,1,4,"NewRap_4"
"199","0_000d307c-cfb4-4a65-9909-7b54d6b39cc8",1,0,4,"NewRap_4"
"200","0_000d307c-cfb4-4a65-9909-7b54d6b39cc8",2,0,4,"NewRap_4"
"201","0_000d307c-cfb4-4a65-9909-7b54d6b39cc8",3,0,4,"NewRap_4"
"202","0_000d307c-cfb4-4a65-9909-7b54d6b39cc8",4,0,4,"NewRap_4"
"203","0_000d307c-cfb4-4a65-9909-7b54d6b39cc8",5,0,4,"NewRap_4"
"204","0_000d307c-cfb4-4a65-9909-7b54d6b39cc8",6,0,4,"NewRap_4"
"205","0_000d307c-cfb4-4a65-9909-7b54d6b39cc8",7,0,4,"NewRap_4"
"206","0_000d307c-cfb4-4a65-9909-7b54d6b39cc8",8,0,4,"NewRap_4"
"207","0_000d307c-cfb4-4a65-9909-7b54d6b39cc8",9,0,4,"NewRap_4"
"208","0_000d307c-cfb4-4a65-9909-7b54d6b39cc8",10,0,4,"NewRap_4"
"209","0_000d307c-cfb4-4a65-9909-7b54d6b39cc8",11,0,4,"NewRap_4"
"210","0_000d307c-cfb4-4a65-9909-7b54d6b39cc8",12,1,4,"NewRap_4"
"211","0_000d5fd5-923d-451b-be5e-fd5961cff3ea",1,1,4,"NewRap_4"
"212","0_000d5fd5-923d-451b-be5e-fd5961cff3ea",2,0,4,"NewRap_4"
"213","0_000d5fd5-923d-451b-be5e-fd5961cff3ea",3,0,4,"NewRap_4"
"214","0_000d5fd5-923d-451b-be5e-fd5961cff3ea",4,0,4,"NewRap_4"
"215","0_000d5fd5-923d-451b-be5e-fd5961cff3ea",5,1,4,"NewRap_4"
"216","0_000d9194-553f-4bde-bb14-066128c097ef",1,0,2,"Reggae_2"
"217","0_000d9194-553f-4bde-bb14-066128c097ef",2,1,2,"Reggae_2"
"218","0_000d9194-553f-4bde-bb14-066128c097ef",3,0,7,"Throwback_7"
"219","0_000d9194-553f-4bde-bb14-066128c097ef",4,1,15,"OldRap_15"
"220","0_000d9194-553f-4bde-bb14-066128c097ef",5,0,15,"OldRap_15"
"221","0_000d9194-553f-4bde-bb14-066128c097ef",6,0,15,"OldRap_15"
"222","0_000d9194-553f-4bde-bb14-066128c097ef",7,0,15,"OldRap_15"
"223","0_000d9194-553f-4bde-bb14-066128c097ef",8,0,15,"OldRap_15"
"224","0_000d9194-553f-4bde-bb14-066128c097ef",9,0,15,"OldRap_15"
"225","0_000df85e-b4c8-40dc-82cf-25f483effe20",1,0,4,"NewRap_4"
"226","0_000df85e-b4c8-40dc-82cf-25f483effe20",2,1,4,"NewRap_4"
"227","0_000df85e-b4c8-40dc-82cf-25f483effe20",3,0,4,"NewRap_4"
"228","0_000df85e-b4c8-40dc-82cf-25f483effe20",4,0,12,"Summer_12"
"229","0_000df85e-b4c8-40dc-82cf-25f483effe20",5,0,4,"NewRap_4"
"230","0_000df85e-b4c8-40dc-82cf-25f483effe20",6,1,4,"NewRap_4"
"231","0_000df85e-b4c8-40dc-82cf-25f483effe20",7,0,4,"NewRap_4"
"232","0_000df85e-b4c8-40dc-82cf-25f483effe20",8,0,4,"NewRap_4"
"233","0_000df85e-b4c8-40dc-82cf-25f483effe20",9,0,4,"NewRap_4"
"234","0_000df85e-b4c8-40dc-82cf-25f483effe20",10,0,4,"NewRap_4"
"235","0_000e69be-6083-48e9-81c7-8e45ff1794df",1,0,4,"NewRap_4"
"236","0_000e69be-6083-48e9-81c7-8e45ff1794df",2,1,2,"Reggae_2"
"237","0_000fccb3-2639-46b8-b766-81167a5bce01",1,0,4,"NewRap_4"
"238","0_000fccb3-2639-46b8-b766-81167a5bce01",2,1,4,"NewRap_4"
"239","0_000fccb3-2639-46b8-b766-81167a5bce01",3,0,4,"NewRap_4"
"240","0_000fd7ed-3e38-4a30-8a4e-41abc122c83a",1,0,4,"NewRap_4"
"241","0_000ff87d-b0de-47c7-8fea-b4a65ee2d089",1,0,4,"NewRap_4"
"242","0_000ff87d-b0de-47c7-8fea-b4a65ee2d089",2,0,4,"NewRap_4"
"243","0_000ff87d-b0de-47c7-8fea-b4a65ee2d089",3,0,4,"NewRap_4"
"244","0_000ff87d-b0de-47c7-8fea-b4a65ee2d089",4,0,15,"OldRap_15"
"245","0_000ff87d-b0de-47c7-8fea-b4a65ee2d089",5,0,15,"OldRap_15"
"246","0_000ff87d-b0de-47c7-8fea-b4a65ee2d089",6,0,4,"NewRap_4"
"247","0_000ff87d-b0de-47c7-8fea-b4a65ee2d089",7,0,4,"NewRap_4"
"248","0_000ff87d-b0de-47c7-8fea-b4a65ee2d089",8,0,4,"NewRap_4"
"249","0_0010721f-d313-4a67-989e-b32cc44665dd",1,0,14,"Country_14"
"250","0_00109390-af19-40e6-a0e1-c022db8ea06b",1,0,10,"Hiphop_10"
"251","0_00109390-af19-40e6-a0e1-c022db8ea06b",2,0,4,"NewRap_4"
"252","0_00109390-af19-40e6-a0e1-c022db8ea06b",3,0,4,"NewRap_4"
"253","0_00109390-af19-40e6-a0e1-c022db8ea06b",4,0,4,"NewRap_4"
"254","0_00109390-af19-40e6-a0e1-c022db8ea06b",5,0,4,"NewRap_4"
"255","0_0010f47d-194a-4c50-8aa2-2e309b12ac10",1,0,12,"Summer_12"
"256","0_0010f47d-194a-4c50-8aa2-2e309b12ac10",2,0,3,"House_3"
"257","0_0010f47d-194a-4c50-8aa2-2e309b12ac10",3,0,12,"Summer_12"
"258","0_0010f47d-194a-4c50-8aa2-2e309b12ac10",4,0,3,"House_3"
"259","0_0010f47d-194a-4c50-8aa2-2e309b12ac10",5,0,3,"House_3"
"260","0_0010f47d-194a-4c50-8aa2-2e309b12ac10",6,0,12,"Summer_12"
"261","0_0010f47d-194a-4c50-8aa2-2e309b12ac10",7,0,12,"Summer_12"
"262","0_0010f47d-194a-4c50-8aa2-2e309b12ac10",8,1,12,"Summer_12"
"263","0_001115a7-a8ef-4656-bc0a-2c24088069b7",1,0,4,"NewRap_4"
"264","0_001115a7-a8ef-4656-bc0a-2c24088069b7",2,0,4,"NewRap_4"
"265","0_001115a7-a8ef-4656-bc0a-2c24088069b7",3,0,4,"NewRap_4"
"266","0_001115a7-a8ef-4656-bc0a-2c24088069b7",4,0,4,"NewRap_4"
"267","0_001115a7-a8ef-4656-bc0a-2c24088069b7",5,1,4,"NewRap_4"
"268","0_001115a7-a8ef-4656-bc0a-2c24088069b7",6,0,4,"NewRap_4"
"269","0_001179c0-5bf5-4008-ab47-b10258ecf9f7",1,1,8,"Metal_8"
"270","0_00119bb4-131f-4a2a-9cf0-ddff187993e5",1,0,12,"Summer_12"
"271","0_00119bb4-131f-4a2a-9cf0-ddff187993e5",2,0,0,"Indie_0"
"272","0_00119bb4-131f-4a2a-9cf0-ddff187993e5",3,0,0,"Indie_0"
"273","0_00119bb4-131f-4a2a-9cf0-ddff187993e5",4,0,0,"Indie_0"
"274","0_00119bb4-131f-4a2a-9cf0-ddff187993e5",5,0,0,"Indie_0"
"275","0_00119bb4-131f-4a2a-9cf0-ddff187993e5",6,0,0,"Indie_0"
"276","0_00119bb4-131f-4a2a-9cf0-ddff187993e5",7,0,0,"Indie_0"
"277","0_00119bb4-131f-4a2a-9cf0-ddff187993e5",8,0,0,"Indie_0"
"278","0_00119bb4-131f-4a2a-9cf0-ddff187993e5",9,0,0,"Indie_0"
"279","0_00119bb4-131f-4a2a-9cf0-ddff187993e5",10,0,0,"Indie_0"
"280","0_00119bb4-131f-4a2a-9cf0-ddff187993e5",11,0,0,"Indie_0"
"281","0_00119bb4-131f-4a2a-9cf0-ddff187993e5",12,1,0,"Indie_0"
"282","0_00119bb4-131f-4a2a-9cf0-ddff187993e5",13,0,0,"Indie_0"
"283","0_00119bb4-131f-4a2a-9cf0-ddff187993e5",14,1,0,"Indie_0"
"284","0_00119bb4-131f-4a2a-9cf0-ddff187993e5",15,1,0,"Indie_0"
"285","0_00119c08-cfd8-4717-af77-4f22a1f10387",1,1,6,"Spanish_6"
"286","0_00119c08-cfd8-4717-af77-4f22a1f10387",2,0,6,"Spanish_6"
"287","0_00119c08-cfd8-4717-af77-4f22a1f10387",3,1,6,"Spanish_6"
"288","0_00119c08-cfd8-4717-af77-4f22a1f10387",4,1,6,"Spanish_6"
"289","0_00119c08-cfd8-4717-af77-4f22a1f10387",5,1,6,"Spanish_6"
"290","0_00119c08-cfd8-4717-af77-4f22a1f10387",6,1,6,"Spanish_6"
"291","0_00119c08-cfd8-4717-af77-4f22a1f10387",7,0,6,"Spanish_6"
"292","0_00119c08-cfd8-4717-af77-4f22a1f10387",8,1,6,"Spanish_6"
"293","0_00119c08-cfd8-4717-af77-4f22a1f10387",9,0,6,"Spanish_6"
"294","0_00119c08-cfd8-4717-af77-4f22a1f10387",10,1,6,"Spanish_6"
"295","0_00119c08-cfd8-4717-af77-4f22a1f10387",11,1,6,"Spanish_6"
"296","0_00119c08-cfd8-4717-af77-4f22a1f10387",12,0,6,"Spanish_6"
"297","0_00119c08-cfd8-4717-af77-4f22a1f10387",13,0,6,"Spanish_6"
"298","0_00119c08-cfd8-4717-af77-4f22a1f10387",14,1,6,"Spanish_6"
"299","0_00119c08-cfd8-4717-af77-4f22a1f10387",15,0,6,"Spanish_6"
"300","0_00119c08-cfd8-4717-af77-4f22a1f10387",16,1,6,"Spanish_6"
